question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Bagaimana menjadikan kegagalan sebagai guru?;Setelah gagal, tulis maksimal tiga pelajaran penting. Kebiasaan reflection log membuat otak mengaitkan kegagalan dengan pembelajaran, bukan rasa malu.;GPT;A1_GPT_EmotionalFirstAid23-45_50.json;gagal guru gagal maksimal penting reflection otak kait gagal bukan malu;4;0.3455531949238667;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;gagal guru gagal maksimal penting reflection otak kait gagal bukan malu
Bagaimana mencegah anak tumbuh sinis?;Validasi emosinya, hindari ejekan berlebihan, dan contohkan kepercayaan pada orang lain secara bertahap.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;cegah anak tumbuh sinis validasi emosi hindar ejek contoh percaya tahap;4;0.3805037009573745;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;cegah anak tumbuh sinis validasi emosi hindar ejek contoh percaya tahap
Anak kecewa kalah lomba. Cara menumbuhkan sportivitas?;Beri pelukan, puji usaha, diskusikan apa bisa dipelajari. Ajari melihat kalah sebagai proses belajar, bukan kegagalan diri.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak kecewa kalah lomba tumbuh sportivitas beri peluk puji usaha diskusi kalah proses bukan gagal diri;4;0.3006776323216868;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;anak kecewa kalah lomba tumbuh sportivitas beri peluk puji usaha diskusi kalah proses bukan gagal diri
Anak meniru teman mengejek. Bagaimana mengajarinya empati?;Ajak ia membayangkan perasaan korban, buat role‑play. Puji saat ia memilih kata baik. Pemberian contoh konsisten kunci.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak tiru teman ejek empati bayang korban role play puji pilih kata beri contoh konsisten kunci;4;1.0;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;anak tiru teman ejek empati bayang korban role play puji pilih kata beri contoh konsisten kunci
Apa cara orang tua mendukung self‑esteem anak pra‑remaja?;Berikan pujian spesifik terhadap usaha, dengarkan curhat tanpa mengoreksi langsung, dan libatkan mereka mengambil keputusan sederhana.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;dukung self esteem anak remaja ikan puji spesifik hadap usaha dengar curhat koreksi langsung libat putus sederhana;4;0.3782338700855917;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;dukung self esteem anak remaja ikan puji spesifik hadap usaha dengar curhat koreksi langsung libat putus sederhana
Aktivitas apa menumbuhkan kolaborasi anak?;Proyek sederhana—membuat kerajinan untuk bazar sekolah—mendorong mereka berbagi ide, tugas, dan merayakan keberhasilan bersama.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;aktivitas tumbuh kolaborasi anak proyek sederhana rajin bazar sekolah dorong tugas raya hasil;4;1.0;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;aktivitas tumbuh kolaborasi anak proyek sederhana rajin bazar sekolah dorong tugas raya hasil
Bagaimana menyampaikan nilai tanpa membuat anak merasa bersalah soal seks?;Jelaskan alasan kesehatan & emosional, bukan sekadar ‘tabu’. Ajari konsep persetujuan dan tanggung jawab sehingga dia paham konteks etis.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;nilai anak salah seks jelas alas sehat emosional bukan sekadar tabu konsep tuju paham konteks etis;4;1.0;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;nilai anak salah seks jelas alas sehat emosional bukan sekadar tabu konsep tuju paham konteks etis
Bagaimana mendukung anak SD supaya percaya diri sosial?;Fasilitasi klub hobi, puji usaha bukan hasil, dan ajari keterampilan berbagi. Pengalaman sukses di tahap laten membangun pondasi relasi sehat.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;dukung anak percaya diri sosial fasilitas klub puji usaha bukan hasil terampil alam sukses tahap laten pondasi relasi sehat;4;0.3587187990958034;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;dukung anak percaya diri sosial fasilitas klub puji usaha bukan hasil terampil alam sukses tahap laten pondasi relasi sehat
Aku remaja merasa canggung bicara soal seks. Apa yang harus kulakukan?;Mulai dari edukasi tepercaya, lalu diskusikan dengan orang dewasa terpercaya. Pengetahuan mengurangi kecemasan dan membangun tanggung jawab.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;remaja canggung bicara seks laku edukasi percaya diskusi dewasa percaya tahu kurang cemas;4;0.4384071499512849;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;-1_diri_takut_sendiri_kecil;remaja canggung bicara seks laku edukasi percaya diskusi dewasa percaya tahu kurang cemas
Aku sedih karena nggak bisa beli gadget baru. Rasanya ketinggalan. Gimana caranya biar nggak down?;Nggak bisa beli gadget baru bisa bikin sedih, ya. Tapi coba lihat fakta: gadgetmu sekarang masih jalan, bukan berarti kamu ketinggalan. Tulis tiga hal seru yang bisa kamu lakuin dengan gadgetmu—mungkin foto atau chat temen. Daripada mikir buruk, nikmati apa yang ada atau nabung sedikit. Kamu tetep asik, kok. Coba eksplor fitur gadgetmu malam ini!;GROK;A1_GROK_FilosofiTeras124-148_53.json;sedih beli gadget tinggal down beli gadget sedih fakta gadgetmu jalan bukan arti tinggal seru lakuin gadgetmu chat temen mikir nikmat nabung eksplor fitur gadgetmu;4;0.2695670735968466;anak - sekolah - gadget - anak anak - main - masa - masa kecil - puji - salah - kecil;4_anak_sekolah_gadget_anak anak;sedih beli gadget tinggal down beli gadget sedih fakta gadgetmu jalan bukan arti tinggal seru lakuin gadgetmu chat temen mikir nikmat nabung eksplor fitur gadgetmu
