question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Apa yang dimaksud dengan konsep kosmopolitan dalam hubungan antarmanusia?;Konsep kosmopolitan mengajarkan bahwa kita semua adalah 'warga dunia', bagian dari satu komunitas manusia yang sama. Ini berarti kita harus menyayangi dan berbuat baik kepada semua orang tanpa memandang perbedaan suku, agama, ras, atau latar belakang lainnya, seperti memperluas kasih sayang dari keluarga hingga seluruh umat manusia.;GROK;A3_GROK_FilosofiTeras291-303_25.json;konsep kosmopolitan antarmanusia konsep kosmopolitan warga manusia arti sayang pandang suku agama latar belakang luas sayang keluarga hingga seluruh umat manusia;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;konsep kosmopolitan antarmanusia konsep kosmopolitan warga manusia arti sayang pandang suku agama latar belakang luas sayang keluarga hingga seluruh umat manusia
Apa sih kode etik itu? Aku baru dengar soal ini.;Kode etik itu kayak panduan buat psikolog biar kerja mereka selalu bener dan nggak nyakitin orang. American Psychological Association bikin yang pertama di tahun 1953, dan yang terbaru di tahun 2002. Ini berlaku buat semua psikolog, termasuk yang bantu orang dengan masalah mental kayak kamu. Jadi, kamu bisa yakin mereka punya aturan jelas buat jaga kepercayaanmu. Penasaran apa lagi soal psikolog? Ceritain, yuk.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;kode etik dengar kode etik pandu psikolog kerja nyakitin american psychological association pertama tahun tahun laku psikolog masuk mental yakin atur jelas jaga percaya penasaran psikolog;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;kode etik dengar kode etik pandu psikolog kerja nyakitin american psychological association pertama tahun tahun laku psikolog masuk mental yakin atur jelas jaga percaya penasaran psikolog
Apa bedanya prinsip sama standar di kode etik psikolog?;Pertanyaan bagus! Prinsip Umum di kode etik American Psychological Association itu kayak cita-cita, panduan biar psikolog kerja dengan cara terbaik, misalnya selalu jujur atau hormatin klien. Sedangkan Standar Etik itu aturan yang harus dipatuhi, kalau dilanggar bisa kena sanksi. Jadi, prinsip ngasih inspirasi, standar ngasih batasan. Ini bikin kamu bisa percaya psikolog kerja dengan hati-hati. Apa yang lagi bikin kamu penasaran? Ceritain, dong.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;prinsip standar kode etik psikolog bagus prinsip umum kode etik american psychological association cita cita pandu psikolog kerja jujur hormatin klien sedang standar etik atur patuh langgar kena sanksi prinsip ngasih inspirasi standar ngasih batas percaya psikolog kerja hati hati penasaran;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;prinsip standar kode etik psikolog bagus prinsip umum kode etik american psychological association cita cita pandu psikolog kerja jujur hormatin klien sedang standar etik atur patuh langgar kena sanksi prinsip ngasih inspirasi standar ngasih batas percaya psikolog kerja hati hati penasaran
Gimana sih psikolog bikin keputusan yang bener secara etis?;Psikolog punya cara khusus buat pastiin keputusan mereka etis. Celia Fisher, seorang ahli etika, bilang ada delapan langkah, kayak janji dalam hati buat selalu bertindak bener, paham banget sama kode etik American Psychological Association, dan dengerin pendapat orang lain yang terlibat. Ini bikin mereka mikir mateng-mateng biar nggak salah langkah. Keren, kan, betapa seriusnya mereka? Kalau kamu lagi mikirin sesuatu, apa yang pengen dibahas? Ceritain, yuk.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;psikolog putus etis psikolog khusus pastiin putus etis celia fisher ahli etika delapan janji hati tindak paham kode etik american psychological association dengerin libat mikir mateng mateng salah keren betapa serius mikirin bahas;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;psikolog putus etis psikolog khusus pastiin putus etis celia fisher ahli etika delapan janji hati tindak paham kode etik american psychological association dengerin libat mikir mateng mateng salah keren betapa serius mikirin bahas
Kapan multiple relationships jadi salah buat psikolog?;Multiple relationships nggak selalu salah, tapi bisa jadi masalah kalau bikin psikolog susah objektif, nggak kompeten, atau malah nyakitin klien. Misalnya, kalau psikolog jadi temen deket klien, dia mungkin nggak bisa kasih saran yang netral. Kode etik American Psychological Association bilang psikolog harus hindarin situasi kayak gitu biar kamu aman. Ini bikin kamu bisa percaya mereka kerja profesional. Apa yang lagi bikin penasaran soal terapi? Ceritain, dong.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;kapan multiple relationships salah psikolog multiple relationships salah psikolog susah objektif kompeten malah nyakitin klien psikolog temen deket klien saran netral kode etik american psychological association psikolog hindarin situasi percaya kerja profesional penasaran terapi;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;kapan multiple relationships salah psikolog multiple relationships salah psikolog susah objektif kompeten malah nyakitin klien psikolog temen deket klien saran netral kode etik american psychological association psikolog hindarin situasi percaya kerja profesional penasaran terapi
Apa bener psikolog nggak boleh pacaran sama klien?;Bener banget! Kode etik American Psychological Association tegas banget soal ini—psikolog dilarang keras punya hubungan romantis atau seksual sama klien yang lagi terapi sama mereka. Ini karena hubungan kayak gitu bisa bikin klien merasa dimanfaatin dan rusak kepercayaan di terapi. Jadi, mereka wajib jaga batasan biar kamu merasa aman. Kalau kamu lagi mikirin batasan sama psikolog, apa yang bikin khawatir? Ceritain, yuk.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;psikolog pacar klien kode etik american psychological association tegas psikolog larang romantis seksual klien terapi klien dimanfaatin rusak percaya terapi wajib jaga batas mikirin batas psikolog khawatir;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;psikolog pacar klien kode etik american psychological association tegas psikolog larang romantis seksual klien terapi klien dimanfaatin rusak percaya terapi wajib jaga batas mikirin batas psikolog khawatir
Gimana caranya tahu psikologku kompeten buat bantu aku?;Penting banget ngerasa yakin sama psikologmu. Kode etik American Psychological Association bilang psikolog cuma boleh kerja di bidang yang mereka paham betul, berdasarkan pelatihan, pengalaman, atau pendidikan mereka. Jadi, kalau kamu ceritain masalahmu, mereka harus punya keahlian yang pas atau rujuk ke orang lain. Kamu bisa tanya soal pengalaman mereka di awal. Apa yang lagi bikin kamu ragu? Ceritain, dong.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;tahu psikolog kompeten penting ngerasa yakin psikolog kode etik american psychological association psikolog kerja bidang paham betul alam didik ahli rujuk alam awal ragu;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;tahu psikolog kompeten penting ngerasa yakin psikolog kode etik american psychological association psikolog kerja bidang paham betul alam didik ahli rujuk alam awal ragu
Apa psikologku selalu update ilmunya?;Keren, kan, kalau psikologmu selalu up-to-date? Kode etik American Psychological Association bilang mereka wajib terus belajar, misalnya ikut workshop, baca jurnal, atau pelatihan lain. Ini biar mereka bisa kasih bantuan terbaik buat kamu dengan cara-cara terbaru. Banyak psikolog serius soal ini, lho. Kalau kamu pengen tahu lebih banyak soal psikologmu, apa yang lagi bikin penasaran? Ceritain, yuk.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;psikolog update ilmu keren psikolog date kode etik american psychological association wajib terus workshop baca jurnal psikolog serius tahu psikolog penasaran;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;psikolog update ilmu keren psikolog date kode etik american psychological association wajib terus workshop baca jurnal psikolog serius tahu psikolog penasaran
Aku dari budaya yang beda. Apa psikologku ngerti kebutuhanku?;Aku ngerti kamu pengen psikolog yang paham latar belakangmu. Kode etik American Psychological Association bilang psikolog harus punya kompetensi budaya, artinya mereka belajar soal budaya, agama, atau identitas lain biar bisa bantu klien dari berbagai latar belakang, termasuk kamu. Mereka mungkin ikut pelatihan atau konsultasi biar ngerti kebutuhanmu. Kalau kamu khawatir soal ini, apa yang pengen kamu ceritain? Aku dengerin kok.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;psikolog butuh psikolog paham latar belakang kode etik american psychological association psikolog kompetensi arti agama identitas klien latar belakang masuk konsultasi butuh khawatir dengerin;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;psikolog butuh psikolog paham latar belakang kode etik american psychological association psikolog kompetensi arti agama identitas klien latar belakang masuk konsultasi butuh khawatir dengerin
Apa jadi masalah kalau psikologku lagi punya masalah pribadi?;Wajar banget kamu mikirin ini. Kode etik American Psychological Association bilang kalau psikolog punya masalah pribadi yang bisa ganggu kerja mereka, mereka harus ambil langkah, misalnya konsultasi sama kolega atau kurangin kerja sementara. Ini biar mereka tetep bisa bantu kamu dengan baik. Psikolog biasanya sadar soal ini, lho. Kalau kamu lagi mikirin terapi, apa yang bikin khawatir? Ceritain, yuk.;GROK;D2_GROK_DrAndrewClinicalPsychology108-130_51.json;psikolog pribadi mikirin kode etik american psychological association psikolog pribadi ganggu kerja konsultasi kolega rangin kerja psikolog mikirin terapi khawatir;19;1.0;psikolog - terapi - keluarga - nilai - etik - alam - kode - psychological - association - american;19_psikolog_etik_kode etik_kode;psikolog pribadi mikirin kode etik american psychological association psikolog pribadi ganggu kerja konsultasi kolega rangin kerja psikolog mikirin terapi khawatir
