question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Apa bedanya teori ini dengan konsep id‑ego‑superego Freud?;"Freud fokus struktur batin; Sullivan fokus pola hubungan. Jadi, jika Freud bertanya ‘apa yang terjadi di dalam dirimu’, Sullivan bertanya ‘apa yang terjadi di antara kita’.";GPT;A1_GPT_PsikologiKepribadian102-118_50.json;teori konsep superego freud freud struktur batin sullivan pola freud diri sullivan;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;teori konsep superego freud freud struktur batin sullivan pola freud diri sullivan
Saya 28 tahun masih bingung karier. Langkah pertama?;Kerjakan asesmen minat, nilai, dan kekuatan. Coba kerja magang singkat atau proyek freelance untuk eksplorasi praktis.;GROK;A1_GROK_PsikologiKepribadian61-83_99.json;tahun karier pertama kerja asesmen nilai kuat kerja magang singkat proyek freelance eksplorasi praktis;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;tahun karier pertama kerja asesmen nilai kuat kerja magang singkat proyek freelance eksplorasi praktis
Kenapa bahaya mendiagnosis diri lewat internet?;Kita cenderung menemukan apa yang ingin kita temukan (confirmation bias). Salah diagnosis membuat strategi penanganan keliru dan menunda pertolongan profesional.;GPT;A1_GPT_EmotionalFirstAid23-45_50.json;bahaya diagnosis diri lewat internet cenderung confirmation bias salah diagnosis strategi tangan keliru tunda profesional;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;bahaya diagnosis diri lewat internet cenderung confirmation bias salah diagnosis strategi tangan keliru tunda profesional
Saya ingin mencoba terapi, tapi takut tidak cocok dengan terapis. Apa yang bisa saya harapkan?;Wajar banget merasa takut—langkah pertama itu besar! Psikoterapi ala Abraham Harold Maslow fokus pada hubungan yang penuh empati dan hormat, di mana kamu merasa didengar. Terapis akan jadi pendamping yang membantu kamu mengenal diri dan mengejar tujuanmu, seperti teman yang selalu mendukung. Kalau khawatir tidak cocok, coba cari terapis dengan pendekatan humanistik atau jadwalkan sesi percobaan. Apa yang bikin kamu ragu, dan mau coba langkah kecil seperti menulis harapanmu untuk terapi?;GROK;A1_GROK_PsikologiKepribadian61-83_99.json;terapi takut cocok terap harap takut pertama psikoterapi penuh empati hormat dengar terap damping kenal diri kejar tuju teman dukung khawatir cocok terap dekat humanistik jadwal sesi ragu kecil harap terapi;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;terapi takut cocok terap harap takut pertama psikoterapi penuh empati hormat dengar terap damping kenal diri kejar tuju teman dukung khawatir cocok terap dekat humanistik jadwal sesi ragu kecil harap terapi
Aku pengen coba terapi, tapi takut nggak cocok. Gimana caranya milih terapi?;Pilih terapi memang perlu coba-coba, karena tiap orang cocok sama pendekatan beda. Mungkin kamu bisa mulai cari tahu soal terapi kognitif atau terapi berbasis mindfulness, terus cari terapis yang bikin kamu nyaman. Mau aku jelasin beda-beda terapinya biar kamu punya gambaran?;GROK;D11_GROK_AHandbookfortheSMH17-27_20.json;terapi takut cocok milih terapi pilih terapi perlu cocok dekat tahu terapi kognitif terapi mindfulness terus terap nyaman jelasin terapi;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;terapi takut cocok milih terapi pilih terapi perlu cocok dekat tahu terapi kognitif terapi mindfulness terus terap nyaman jelasin terapi
Aku pengen coba tes depresi online. Apa itu bisa dipercaya?;Tes depresi online bisa kasih gambaran awal, tapi nggak selalu akurat karena nggak bisa gantiin diagnosis dari profesional. Kalau kamu penasaran, boleh coba, tapi hasilnya lebih baik didiskusiin sama orang yang ahli, seperti psikolog. Mau ceritain apa yang bikin kamu pengen coba tes itu? Aku bantu pikirin langkah selanjutnya.;GROK;D11_GROK_AHandbookfortheSMH358-368_20.json;depresi percaya depresi awal akurat gantiin diagnosis profesional penasaran hasil didiskusiin ahli psikolog pikirin lanjut;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;depresi percaya depresi awal akurat gantiin diagnosis profesional penasaran hasil didiskusiin ahli psikolog pikirin lanjut
Aku pengen coba terapi bicara, tapi takut nggak cocok. Apa sih manfaatnya?;Terapi bicara itu kayak punya temen ngobrol yang bantu kamu pahami perasaanmu lebih dalam. Manfaatnya bisa bantu kamu atur emosi, temuin solusi buat masalah, dan belajar cara hadapi stres. Kalau takut nggak cocok, kamu bisa coba beberapa sesi dulu, dan kalau nggak klik, boleh cari terapis lain yang lebih pas.;GROK;D11_GROK_AHandbookfortheSMH39-49_20.json;terapi bicara takut cocok manfaat terapi bicara temen paham manfaat atur emosi temuin solusi hadap stres takut cocok beberapa sesi klik terap;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;terapi bicara takut cocok manfaat terapi bicara temen paham manfaat atur emosi temuin solusi hadap stres takut cocok beberapa sesi klik terap
Aku pengen coba terapi, tapi takut nggak cocok sama budayaku. Apa yang harus aku tanyain ke terapis?;Bagus banget kamu pikirin kecocokan budaya! Coba tanya ke terapis apa mereka pernah kerja sama klien dari latar budaya serupa, atau apa mereka paham nilai-nilai penting buatmu. Jangan ragu bilang kalau budaya penting buatmu, biar mereka sesuain pendekatannya.;GROK;D11_GROK_AHandbookfortheSMH468-478_20.json;terapi takut cocok tanyain terap bagus pikirin cocok terap kerja klien latar rupa paham nilai nilai penting jangan ragu penting sesuain dekat;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;terapi takut cocok tanyain terap bagus pikirin cocok terap kerja klien latar rupa paham nilai nilai penting jangan ragu penting sesuain dekat
Aku takut kalau ke terapis, nanti aku ketergantungan sama mereka. Apa itu mungkin?;Kekhawatiranmu wajar, dan memang ada orang yang takut ketergantungan sama terapis. Tapi terapi yang baik seharusnya bantu kamu jadi lebih mandiri, bukan malah bergantung. Kamu bisa tanya terapis soal pendekatan mereka dari awal biar jelas. Kalau kamu mau, aku bisa kasih tips buat milih terapis yang cocok. Apa yang bikin kamu takut soal ini?;GROK;D11_GROK_AHandbookfortheSMH479-489_20.json;takut terap khawatir takut terap terapi mandiri bukan malah terap dekat awal jelas tips milih terap cocok takut;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;takut terap khawatir takut terap terapi mandiri bukan malah terap dekat awal jelas tips milih terap cocok takut
Aku takut kalo pergi ke terapis, mereka bakal ngecap aku gila. Bener nggak sih?;Nggak bener, kok. Terapis itu dilatih buat bantu, bukan buat ngecap atau judge. Mereka justru pengen bantu kamu ngerasa lebih baik. Kalau takut, mungkin coba cari terapis yang spesialisasi di masalah yang kamu alami. Aku bisa bantu kasih tips cari terapis, mau?;GROK;D11_GROK_AHandbookfortheSMH589-599_20.json;takut kalo pergi terap ngecap gila terap bukan ngecap judge justru ngerasa takut terap spesialisasi alami tips terap;1;1.0;terapi - psikolog - takut - khawatir - tahu - dengerin - diagnosis - ngerasa - klinis - hasil;1_psikolog_terapi_takut_khawatir;takut kalo pergi terap ngecap gila terap bukan ngecap judge justru ngerasa takut terap spesialisasi alami tips terap
