question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Aku sering nunda-nunda kerjaan karena pengen sempurna. Gimana caranya berhenti?;Perfeksionisme bisa bikin stuck. Coba mulai dari langkah kecil, dan terima kalau nggak semua harus sempurna. Yang penting progress, bukan kesempurnaan.;GROK;D9_GROK_EgoIsTheEnemy184-194_20.json;nunda nunda kerja sempurna henti perfeksionisme stuck kecil terima sempurna penting progress bukan sempurna;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja sempurna henti perfeksionisme stuck kecil terima sempurna penting progress bukan sempurna
Aku suka nunda-nunda kerjaan, terus stres sendiri. Apa itu daily hassle?;Iya, itu bisa masuk daily hassle karena kebiasaan nunda bikin stres kecil yang berulang. Tapi gak apa-apa, kita semua pernah gitu. Apa yang bikin kamu nunda? Mungkin kita bisa coba bikin rencana kecil biar kerjaan lebih gampang diselesain.;GROK;D11_GROK_AHandbookfortheSMH204-214_20.json;nunda nunda kerja terus stres sendiri daily hassle masuk daily hassle nunda stres kecil ulang nunda rencana kecil kerja gampang diselesain;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja terus stres sendiri daily hassle masuk daily hassle nunda stres kecil ulang nunda rencana kecil kerja gampang diselesain
Aku suka nunda-nunda kerjaan, tapi akhirnya stres sendiri. Gimana caranya berhenti?;Menunda memang bikin stres, ya. Coba mulai dari satu tugas kecil, kasih waktu 10 menit aja. Kalau udah mulai, biasanya lebih gampang lanjut. Atau, buat daftar prioritas biar jelas. Mau coba bareng bikin rencana kecil sekarang?;GROK;D11_GROK_AHandbookfortheSMH314-324_20.json;nunda nunda kerja akhir stres sendiri henti tunda stres tugas kecil udah gampang lanjut daftar prioritas jelas bareng rencana kecil;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja akhir stres sendiri henti tunda stres tugas kecil udah gampang lanjut daftar prioritas jelas bareng rencana kecil
Aku takut banget sama kegagalan, makanya aku suka nunda-nunda kerjaan. Gimana biar berhenti gini?;Takut gagal itu wajar, kok, tapi nunda-nunda bisa bikin stres tambah numpuk. Mungkin coba pecah tugasmu jadi bagian kecil banget, jadi nggak kerasa menakutkan. Misalnya, kalau nulis laporan, mulai dari buat judul dulu. Terus, setiap selesai satu bagian, kasih reward kecil buat diri sendiri, kayak ngopi. Aku bisa bantu bikin list tugas kecil ini kalau kamu mau. Apa yang lagi kamu tunda sekarang?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders209-219_20.json;takut gagal makanya nunda nunda kerja henti takut gagal nunda nunda stres tambah numpuk pecah tugas kecil takut nulis lapor judul terus reward kecil diri sendiri ngopi list tugas kecil tunda;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;takut gagal makanya nunda nunda kerja henti takut gagal nunda nunda stres tambah numpuk pecah tugas kecil takut nulis lapor judul terus reward kecil diri sendiri ngopi list tugas kecil tunda
Aku suka nunda-nunda kerjaan karena takut gagal. Apa aku cuma males aja?;Nunda-nunda nggak selalu karena males, kok. Kadang itu tanda kita takut gagal atau terlalu pengen sempurna. Coba mulai dari langkah kecil, misalnya kerja 10 menit aja, tanpa mikirin hasilnya. Kalau takut gagal masih kuat, kita bisa coba cara buat ngeliat kegagalan dari sisi lain, kayak belajar. Mau aku bantu bikin rencana kecil buat mulai?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders231-241_20.json;nunda nunda kerja takut gagal males nunda nunda males takut gagal terlalu sempurna kecil kerja mikirin hasil takut gagal kuat ngeliat gagal sisi rencana kecil;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja takut gagal males nunda nunda males takut gagal terlalu sempurna kecil kerja mikirin hasil takut gagal kuat ngeliat gagal sisi rencana kecil
Aku takut banget kalau nggak sempurna di kerjaan. Apa ini wajar?;Takut nggak sempurna itu sering muncul, apalagi kalau kamu pengen kasih yang terbaik. Tapi, ngejar sempurna bisa bikin stres, lho. Coba ingetin diri sendiri: cukup lakuin sebaik yang kamu bisa, nggak harus sempurna. Kalau ini bikin cemas, kita bisa coba cara buat ngeliat kerjaan dari sudut lain. Mau ceritain apa yang bikin takut kalau nggak sempurna?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders231-241_20.json;takut sempurna kerja takut sempurna muncul ngejar sempurna stres ingetin diri sendiri cukup lakuin sempurna cemas ngeliat kerja sudut takut sempurna;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;takut sempurna kerja takut sempurna muncul ngejar sempurna stres ingetin diri sendiri cukup lakuin sempurna cemas ngeliat kerja sudut takut sempurna
Aku suka nunda-nunda kerjaan karena cemas gagal. Tapi kok malah tambah stres?;Iya, nunda-nunda karena takut gagal itu justru bikin stres bertambah. Mungkin coba pecah kerjaan itu jadi langkah kecil banget, terus fokus cuma ke satu langkah itu. Misalnya, cuma buka dokumen atau tulis satu kalimat. Setiap langkah kecil itu kemenangan, lho. Mau coba bikin rencana bareng?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders242-252_20.json;nunda nunda kerja cemas gagal malah tambah stres nunda nunda takut gagal justru stres tambah pecah kerja kecil terus dokumen kecil menang rencana bareng;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja cemas gagal malah tambah stres nunda nunda takut gagal justru stres tambah pecah kerja kecil terus dokumen kecil menang rencana bareng
Aku sering banget nunda-nunda kerjaan, soalnya takut gagal. Tapi ini malah bikin aku tambah stres. Bantu aku dong!;Nunda-nunda karena takut gagal itu bisa bikin stres berlipat, ya. Coba kita pecah tugas itu jadi langkah kecil banget, misalnya cuma buka dokumennya dulu tanpa harus ngerjain. Kadang mulai aja udah bikin lega. Aku juga bisa bantu kamu buat ingetin langkah selanjutnya. Mau coba buat satu langkah kecil hari ini?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders253-263_20.json;nunda nunda kerja takut gagal malah tambah stres nunda nunda takut gagal stres lipat pecah tugas kecil dokumen ngerjain udah lega ingetin lanjut kecil;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja takut gagal malah tambah stres nunda nunda takut gagal stres lipat pecah tugas kecil dokumen ngerjain udah lega ingetin lanjut kecil
Aku suka nunda-nunda kerjaan karena takut gagal. Tapi ini malah bikin aku stres. Aku harus gimana?;Aku ngerti, takut gagal bisa bikin kita nunda. Coba kita pecah kerjaan itu jadi langkah kecil, misalnya cuma nulis satu paragraf dulu. Apa satu hal kecil yang bisa kamu coba hari ini biar nggak terlalu berat?;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders264-274_20.json;nunda nunda kerja takut gagal malah stres takut gagal nunda pecah kerja kecil nulis paragraf kecil terlalu berat;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja takut gagal malah stres takut gagal nunda pecah kerja kecil nulis paragraf kecil terlalu berat
Aku suka nunda-nunda kerjaan, tapi akhirnya malah stres sendiri. Gimana caranya berhenti gitu?;Haha, nunda-nunda itu kayak musuh dalam selimut, ya! Ini bisa karena takut gagal atau merasa overwhelmed. Coba mulai dari langkah kecil, misalnya kerja 5 menit aja, atau pecah tugas jadi bagian kecil. Terapi kognitif juga bisa bantu ubah pola pikir soal tugas. Apa yang biasanya bikin kamu nunda? Kita cari cara buat ngatasin bareng.;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders275-285_20.json;nunda nunda kerja akhir malah stres sendiri henti haha nunda nunda musuh selimut takut gagal overwhelmed kecil kerja pecah tugas kecil terapi kognitif ubah pola tugas nunda ngatasin bareng;11;1.0;nunda - kecil - kerja - ngerasa - takut - sendiri - tugas - hidup - capek - gagal;11_nunda_nunda nunda_nunda kerja_tugas;nunda nunda kerja akhir malah stres sendiri henti haha nunda nunda musuh selimut takut gagal overwhelmed kecil kerja pecah tugas kecil terapi kognitif ubah pola tugas nunda ngatasin bareng
