question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Aku takut gagal kalau coba sesuatu yang baru. Gimana caranya biar berani?;Takut gagal itu wajar, tapi jangan sampe nahan kamu. Coba mulai dari langkah super kecil, kayak riset dulu atau coba sekali tanpa ekspektasi besar. Bilang ke diri sendiri, ‘Gagal itu cuma belajar, bukan akhir.’ Tiap langkah kecil itu bikin kamu lebih berani.;GROK;D10_GROK_HidupDamaiTanpaBerpikirBerlebihan143-153_20.json;takut gagal berani takut gagal jangan sampe nahan super kecil riset sekali ekspektasi diri sendiri gagal bukan akhir kecil berani;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal berani takut gagal jangan sampe nahan super kecil riset sekali ekspektasi diri sendiri gagal bukan akhir kecil berani
Aku takut banget gagal, sampe nggak berani coba apa-apa. Gimana caranya biar berani?;Takut gagal itu manusiawi banget. Tapi, gagal itu cuma bagian dari proses belajar. Coba mulai dari langkah kecil, misalnya coba sesuatu yang nggak terlalu berisiko, kayak ikut kelas baru. Tiap langkah kecil itu kemenangan. Apa yang bikin kamu takut gagal?;GROK;D10_GROK_HidupDamaiTanpaBerpikirBerlebihan154-166_20.json;takut gagal sampe berani berani takut gagal manusiawi gagal proses kecil terlalu risiko kelas kecil menang takut gagal;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal sampe berani berani takut gagal manusiawi gagal proses kecil terlalu risiko kelas kecil menang takut gagal
Aku pengen nyanyi di depan umum, tapi takut gagal. Gimana caranya biar berani?;Pengen nyanyi di depan umum itu keren, lho! Takut gagal itu wajar, dan dalam psikologi, ini sering karena kita terlalu fokus sama apa kata orang. Mungkin kamu bisa mulai dari langkah kecil, kayak nyanyi di depan temen dulu. Apa yang bikin kamu takut gagal? Ceritain, aku bisa bantu kasih ide buat latihan keberanianmu.;GROK;D11_GROK_AHandbookfortheSMH116-126_20.json;depan umum takut gagal berani depan umum keren takut gagal psikologi terlalu kata kecil depan temen takut gagal berani;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;depan umum takut gagal berani depan umum keren takut gagal psikologi terlalu kata kecil depan temen takut gagal berani
Aku takut banget gagal, sampai nggak berani coba apa-apa. Gimana dong?;Takut gagal itu wajar, tapi kalau sampai ngehalangin kamu, mungkin ada tekanan dari lingkungan atau budaya yang bikin kamu merasa harus selalu sukses. Coba mulai dari langkah kecil, dan ingat bahwa gagal itu bagian dari belajar. Aku di sini buat dukung kamu, mau coba ceritain apa yang bikin takut?;GROK;D11_GROK_AHandbookfortheSMH28-38_20.json;takut gagal berani takut gagal ngehalangin tekan sukses kecil ingat gagal dukung takut;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal berani takut gagal ngehalangin tekan sukses kecil ingat gagal dukung takut
Aku takut gagal, sampe nggak berani coba apa-apa. Gimana caranya biar berani?;Takut gagal itu wajar banget, tapi kalau sampe nahan kamu buat coba sesuatu, itu bisa bikin sedih. Coba mulai dari langkah kecil, seperti coba satu hal baru yang nggak terlalu menakutkan. Ingat, gagal itu cuma bagian dari belajar. Aku yakin kamu bisa, dan aku di sini buat nyemangatin!;GROK;D11_GROK_AHandbookfortheSMH72-82_20.json;takut gagal sampe berani berani takut gagal sampe nahan sedih kecil terlalu takut ingat gagal yakin nyemangatin;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal sampe berani berani takut gagal sampe nahan sedih kecil terlalu takut ingat gagal yakin nyemangatin
Aku takut gagal kalau coba sesuatu yang baru. Gimana biar berani?;Takut gagal itu wajar, kok, apalagi kalau sesuatu itu baru. Coba kita mulai dengan langkah super kecil, misalnya cuma nyoba satu aspek dari hal baru itu. Apa yang lagi bikin kamu takut gagal? Ceritain, biar kita pikirin bareng.;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders297-307_20.json;takut gagal berani takut gagal super kecil nyoba aspek takut gagal pikirin bareng;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal berani takut gagal super kecil nyoba aspek takut gagal pikirin bareng
Aku takut coba hal baru karena takut gagal. Tapi aku juga pengen berubah. Aku harus mulai dari mana?;Takut gagal itu wajar banget, kok. Tapi coba kita mulai dari langkah kecil, misalnya coba satu hal baru yang nggak terlalu menakutkan. Gagal itu bagian dari belajar, bukan akhir. Apa ada satu hal kecil yang pengen kamu coba, aku bantu dukung!;GROK;D12_GROK_ClinicalHandbookPsychologicalDisorders319-329_20.json;takut takut gagal ubah takut gagal kecil terlalu takut gagal bukan akhir kecil dukung;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut takut gagal ubah takut gagal kecil terlalu takut gagal bukan akhir kecil dukung
Aku pengen coba hal baru, tapi takut gagal lagi. Apa aku harus nekat aja?;Nggak harus nekat, tapi coba mulai dari langkah kecil yang nggak terlalu bikin takut. Misalnya, kalau mau coba hobi baru, mulai dulu dari yang sederhana. Gagal itu wajar, tapi tiap coba bikin kamu belajar. Ceritain dong, hal baru apa yang lagi kamu pikirin?;GROK;D4_GROK_PengantarPsikologiBimoW189-199_20.json;takut gagal nekat nekat kecil terlalu takut sederhana gagal pikirin;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal nekat nekat kecil terlalu takut sederhana gagal pikirin
Aku takut gagal, makanya aku nggak pernah coba apa-apa. Apa itu salah?;Nggak salah, tapi sayang banget kalau takut gagal bikin kamu nggak coba hal baru. Gagal itu bagian dari belajar, kok. Banyak orang hebat juga pernah gagal. Coba ceritain, apa yang pengen kamu coba tapi takut? Kita mulai dari langkah kecil dulu.;GROK;D4_GROK_PengantarPsikologiBimoW200-210_20.json;takut gagal makanya salah salah sayang takut gagal gagal gagal takut kecil;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal makanya salah salah sayang takut gagal gagal gagal takut kecil
Aku pengen coba hal baru, tapi takut gagal. Apa yang harus aku lakuin?;Keinginan coba hal baru itu tanda kamu punya semangat eksplorasi, keren lho! Takut gagal itu wajar, tapi jangan sampai nahan kamu. Coba mulai dari langkah kecil, apa satu hal kecil yang bisa kamu coba minggu ini? Aku dukung kamu, ya!;GROK;D4_GROK_PengantarPsikologiBimoW233-248_22.json;takut gagal lakuin semangat eksplorasi keren takut gagal jangan nahan kecil kecil minggu dukung;2;1.0;gagal - takut - kecil - diri - sendiri - sukses - bukan - salah - ngerasa - hasil;2_gagal_takut gagal_takut_kecil;takut gagal lakuin semangat eksplorasi keren takut gagal jangan nahan kecil kecil minggu dukung
