question;answer;from;filename;document_preprocessed;Topic;Probability;Top_n_words;Name;Document
Kenapa aku malas mencoba lagi setelah jatuh?;"Kegagalan menciptakan ilusi ""hasilnya pasti sama"". Tulis dua alternatif strategi konkret; fakta baru ini mematahkan ilusi dan memancing aksi.";GPT;A1_GPT_EmotionalFirstAid23-45_50.json;malas jatuh gagal cipta ilusi hasil alternatif strategi konkret fakta patah ilusi pancing aksi;0;0.6737657757754283;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;malas jatuh gagal cipta ilusi hasil alternatif strategi konkret fakta patah ilusi pancing aksi
Bagaimana cara efektif meminta bantuan?;"Ungkap kebutuhan spesifik: ""Aku butuh teman brainstorming 30 menit soal rencana ulang."" Riset Heidi Grant Halvorson menunjukkan permintaan rinci lebih sering dipenuhi.";GPT;A1_GPT_EmotionalFirstAid23-45_50.json;efektif minta ungkap butuh spesifik butuh teman brainstorming rencana ulang riset heidi grant halvorson tunjuk minta rinci penuh;0;0.6941608348721685;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;efektif minta ungkap butuh spesifik butuh teman brainstorming rencana ulang riset heidi grant halvorson tunjuk minta rinci penuh
Kenapa penting memasang deadline konkret?;"Deadline mengaktifkan sense of urgency tanpa panik. Hukum Parkinson mengatakan pekerjaan mengembang sesuai waktu tersedia; tenggat mencegah itu.";GPT;A1_GPT_EmotionalFirstAid23-45_50.json;penting pasang deadline konkret deadline sense urgency panik hukum parkinson kata kerja kembang sesuai sedia tenggat cegah;0;0.7478354801712916;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;-1_kecil_diri_sendiri_hidup;penting pasang deadline konkret deadline sense urgency panik hukum parkinson kata kerja kembang sesuai sedia tenggat cegah
Aku merasa kesepian di SMP dulu. Apa dampaknya sekarang?;Pengalaman pra‑remaja membentuk cara percayamu pada teman. Jika ada luka, kamu bisa menyembuhkannya dengan membangun keintiman hangat di relasi dewasa—tidak pernah terlambat!;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;sepi dampak alam remaja bentuk percaya teman luka sembuh intim hangat relasi dewasa lambat;0;0.6169190203554552;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;-1_kecil_diri_sendiri_hidup;sepi dampak alam remaja bentuk percaya teman luka sembuh intim hangat relasi dewasa lambat
Aku sering merasa ‘haus pelukan’. Apakah itu kebutuhan interpersonal?;Benar. Sentuhan hangat meredakan tegangan emosional. Cobalah minta pelukan 20 detik dari orang terpercaya—hormon oksitosin membantu menenangkan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;haus peluk butuh interpersonal sentuh hangat reda tegang emosional minta peluk detik percaya hormon oksitosin tenang;0;0.4881595439416462;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;-1_kecil_diri_sendiri_hidup;haus peluk butuh interpersonal sentuh hangat reda tegang emosional minta peluk detik percaya hormon oksitosin tenang
Saat dikritik, aku otomatis defensif. Apakah self‑system sedang aktif?;Betul. Cobalah jeda sejenak, tarik napas, lalu tanyakan detail kritik. Dengan informasi jelas, self‑system tidak perlu ‘menyerang balik’.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;kritik otomatis defensif self sedang betul jeda jenak detail kritik jelas self perlu serang balik;0;0.5335694196259066;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;-1_kecil_diri_sendiri_hidup;kritik otomatis defensif self sedang betul jeda jenak detail kritik jelas self perlu serang balik
Anak saya suka bermain peran dokter. Baikkah untuk perkembangan?;Sangat baik. Dramatisasi melatih empati, bahasa, dan mengenal perasaan—landasan relasi sehat di masa depan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak main peran dokter kembang dramatisasi empati bahasa kenal landas relasi sehat masa depan;0;0.6969143665046256;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;anak main peran dokter kembang dramatisasi empati bahasa kenal landas relasi sehat masa depan
Bagaimana mengurangi rasa sepi kronis?;Mulai dengan interaksi singkat—menyapa barista, grup online positif—lalu bangun relasi lebih dalam perlahan.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;kurang sepi kronis interaksi singkat sapa barista grup positif relasi perlahan;0;0.6015503394320926;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;-1_kecil_diri_sendiri_hidup;kurang sepi kronis interaksi singkat sapa barista grup positif relasi perlahan
Anak bertengkar dengan sahabat. Haruskah campur tangan?;Beri ruang mereka menyelesaikan, tapi ajari teknik komunikasi ‘aku merasa…’. Intervensi seperlunya sebagai mediator netral.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;anak tengkar sahabat campur tangan beri ruang teknik komunikasi intervensi perlu mediator netral;0;0.7018101228550199;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;anak tengkar sahabat campur tangan beri ruang teknik komunikasi intervensi perlu mediator netral
Cara membantu remaja berpikir lebih rasional?;Undang mereka berdiskusi data, bukan hanya larangan. Minta mereka riset sumber tepercaya dan presentasikan. Proses ini melatih sintaksis.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;remaja rasional undang diskus data bukan larang minta riset sumber percaya presentasi proses sintaksis;0;0.6991287367740457;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;remaja rasional undang diskus data bukan larang minta riset sumber percaya presentasi proses sintaksis
Aku sering merasa tidak layak dicintai. Bagaimana membuka diri pada intimasi?;Mulai beri kasih pada diri: tulis kualitas positifmu. Lalu berbagi cerita kecil pada teman tepercaya. Intimasi tumbuh lewat kejujuran bertahap.;GPT;A1_GPT_PsikologiKepribadian102-118_50.json;layak cinta diri intimasi beri diri kualitas positif kecil teman percaya intimasi tumbuh lewat jujur tahap;0;0.8828707462049754;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;layak cinta diri intimasi beri diri kualitas positif kecil teman percaya intimasi tumbuh lewat jujur tahap
Kenapa aku merasa beda banget dengan saudara kembaranku?;Karena meski gen kalian mirip, pengalaman harian, teman, dan tantangan yang kalian hadapi tak pernah identik. Campuran gen‑lingkungan itulah yang membuat kepribadian kalian tetap khas.;GPT;A1_GPT_PsikologiKepribadian14-33_50.json;saudara kembar mirip alam teman tantang hadap identik campur pribadi tetap khas;0;0.6422511148924316;diri - sendiri - hidup - kecil - takut - salah - ngerasa - laku - stres - temen;0_diri_sendiri_kecil_hidup;saudara kembar mirip alam teman tantang hadap identik campur pribadi tetap khas
